CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,LAT,LON
40732696,GIACOMO FINE FOODS,MANHATTAN,269,WEST   72 STREET,10069,2127996828,American,02/15/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,02/15/2018,04/09/2018,Cycle Inspection / Initial Inspection,40.77989549999999,-73.9840249
50040389,RIKO PERUVIAN CUISINE,QUEENS,4523,GREENPOINT AVE,11104,7183615721,Peruvian,10/06/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,10/06/2015,04/09/2018,Pre-permit (Operational) / Re-inspection,40.7423459,-73.91906329999999
41105271,"DUNKIN' DONUTS",BROOKLYN,203,AVENUE U,11223,7182653015,Donuts,03/11/2015,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,9,A,03/11/2015,04/09/2018,Cycle Inspection / Initial Inspection,40.596836,-73.9766743
50001401,CERVECCERIA HAVEMEYER,BROOKLYN,149,HAVEMEYER  ST,11211,7185995799,Spanish,05/31/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,29,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7117847,-73.95727839999999
41688349,"DUNKIN' DONUTS",MANHATTAN,111,WEST  110 STREET,10026,2122220700,American,07/03/2017,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,13,A,07/03/2017,04/09/2018,Cycle Inspection / Initial Inspection,40.7987797,-73.9527907
41264387,CUENCA COFFEE SHOP RESTAURANT,QUEENS,9529,JAMAICA AVENUE,11421,7188474642,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",07/16/2015,Violations were cited in the following area(s).,04M,"Live roaches present in facility's food and/or non-food areas.",Critical,16,,,04/09/2018,Cycle Inspection / Initial Inspection,40.6946208,-73.8493278
41014952,CORTE CAFE,MANHATTAN,2,LAFAYETTE STREET,10007,2127663200,Delicatessen,06/26/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,17,B,06/26/2015,04/09/2018,Cycle Inspection / Re-inspection,40.7140988,-74.0039841
41558918,ROGER WILLIAMS HOTEL,MANHATTAN,131,MADISON AVENUE,10016,2124487000,American,01/17/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,25,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7456133,-73.9841399
50034221,AA CHINESE RESTAURANT,BRONX,214,E BURNSIDE AVE,10457,7182992218,Chinese,04/14/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,24,,,04/09/2018,Cycle Inspection / Initial Inspection,40.8518146,-73.9031172
50051650,RIKO,MANHATTAN,409,8TH AVE,10001,2126437555,Peruvian,09/14/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,16,,,04/09/2018,Pre-permit (Operational) / Initial Inspection,40.7500797,-73.9953761
41435077,"DUNKIN' DONUTS",QUEENS,8155,LEFFERTS BLVD,11415,7188460098,Donuts,12/03/2014,Violations were cited in the following area(s).,04M,"Live roaches present in facility's food and/or non-food areas.",Critical,17,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7080953,-73.8306884
41567381,GOOGLE-TRUCK PIT,MANHATTAN,111,8 AVENUE,10011,2125659548,American,08/14/2017,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,39,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7414688,-74.0033873
50001312,MEW,MANHATTAN,53,W 35TH ST,10001,6463689384,Japanese,09/22/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,21,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7502753,-73.9863542
41696041,POTBELLY SANDWICH WORKS,MANHATTAN,19,WEST   45 STREET,10036,9175951141,Sandwiches/Salads/Mixed Buffet,10/26/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,10,A,10/26/2016,04/09/2018,Cycle Inspection / Re-inspection,40.755919,-73.98042
50075079,"FRATILLI'S PIZZA & CAFE",BRONX,404,HUNTS POINT AVE,10474,7185427340,Other,03/16/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,37,Not Yet Graded,,04/09/2018,Pre-permit (Operational) / Initial Inspection,40.80984,-73.880647
41545370,SHRINE/YATENGA,MANHATTAN,22712269,7 AVENUE,10030,2126907807,African,09/29/2016,Violations were cited in the following area(s).,04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,13,,,04/09/2018,Cycle Inspection / Initial Inspection,40.8151874,-73.9439113
40537290,"NORA'S PARK BENCH CAFE",BROOKLYN,3019,QUENTIN ROAD,11234,7183760033,American,09/12/2015,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,16,,,04/09/2018,Cycle Inspection / Initial Inspection,40.61224,-73.9409763
41186217,THE LITTLE OWL,MANHATTAN,90,BEDFORD STREET,10014,2127414695,American,02/22/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,02/22/2018,04/09/2018,Cycle Inspection / Re-inspection,40.7323981,-74.00531749999999
40366748,MUNCH TIME DINER,BRONX,21,EAST  170 STREET,10452,7189927347,American,05/10/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,12,,,04/09/2018,Cycle Inspection / Compliance Inspection,40.8401362,-73.9168424
41564165,"DICK AND JANE'S",BROOKLYN,266,ADELPHI STREET,11205,3472278021,American,08/26/2014,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,26,,,04/09/2018,Cycle Inspection / Initial Inspection,40.689855,-73.97135209999999
50032685,FAMILY CHEF RESTAURANT & PIZZERIA,BRONX,1381,OGDEN AVE,10452,3472695111,Spanish,05/05/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,7,,,04/09/2018,Pre-permit (Operational) / Compliance Inspection,40.8420949,-73.9246646
50004412,BONDURANTS,MANHATTAN,303,E 85TH ST,10028,2122491509,American,09/01/2016,No violations were recorded at the time of this inspection.,,,Not Applicable,,,,04/09/2018,Administrative Miscellaneous / Re-inspection,40.77716119999999,-73.9518501
41427945,EL PORRON,MANHATTAN,1123,1 AVENUE,10065,2122078349,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",02/20/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,36,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7612933,-73.9609656
50015315,MY PIZZERIA,STATEN ISLAND,755,TARGEE ST,10304,7187207777,Pizza/Italian,09/25/2017,Establishment re-closed by DOHMH,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,44,,,04/09/2018,Cycle Inspection / Reopening Inspection,40.6089303,-74.08781689999999
41482516,SHANGERILA RESTAURANT,BRONX,289395,BUHRE AVENUE,10461,7188286080,Japanese,03/13/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,14,,,04/09/2018,Cycle Inspection / Initial Inspection,40.8471956,-73.8317639
40958170,SOHO HOUSE,MANHATTAN,2935,9 AVENUE,10014,2126279800,American,07/30/2015,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,20,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7405293,-74.0057364
41469759,GROUP M,MANHATTAN,498,7 AVENUE,10018,2122977112,American,08/03/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,6,A,08/03/2016,04/09/2018,Cycle Inspection / Initial Inspection,40.7527648,-73.989662
50001315,FRESH & CO.,MANHATTAN,127,E. 60TH ST,10022,2126637374,Sandwiches/Salads/Mixed Buffet,07/28/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,07/28/2017,04/09/2018,Cycle Inspection / Initial Inspection,40.7632255,-73.9681609
41567116,INDEPENDENCE CAFE,QUEENS,9416,JAMAICA AVENUE,11421,7188052505,American,04/11/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,04/11/2017,04/09/2018,Cycle Inspection / Initial Inspection,40.6939947,-73.85063939999999
50065072,GO GO CURRY,MANHATTAN,235,E 53RD ST,10022,6466785259,Japanese,09/06/2017,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,48,,,04/09/2018,Pre-permit (Operational) / Initial Inspection,40.75729690000001,-73.9679199
50013830,CAPRI IV DELI,BRONX,2073,BARTOW AVE,10475,7183203979,Delicatessen,01/24/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,01/24/2017,04/09/2018,Cycle Inspection / Re-inspection,40.86980579999999,-73.82820950000001
41713457,M & W BAKERY,MANHATTAN,25,EAST BROADWAY,10002,2122850918,Bakery,03/02/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,03/02/2018,04/09/2018,Cycle Inspection / Initial Inspection,40.7133312,-73.99679929999999
50006214,ABACE SUSHI,MANHATTAN,695,9TH AVE,10036,2129771777,Japanese,01/15/2015,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,16,B,01/15/2015,04/09/2018,Cycle Inspection / Re-inspection,40.7621569,-73.99018819999999
40379620,"DELMONICO'S KITCHEN",MANHATTAN,207,WEST   36 STREET,10018,2126955220,American,11/07/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,15,B,11/07/2016,04/09/2018,Cycle Inspection / Re-inspection,40.7526176,-73.9901605
50057596,MASSONI,MANHATTAN,11,E 31ST ST,10016,2129511141,Italian,09/29/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,70,,,04/09/2018,Cycle Inspection / Initial Inspection,40.74636,-73.98494699999999
41183397,DISTRIBUIDORA SAN MARCOS,BRONX,969,INTERVALE AVENUE,10459,7188429504,Mexican,10/07/2015,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,33,C,10/07/2015,04/09/2018,Cycle Inspection / Re-inspection,40.8222158,-73.8971033
41551620,VAPIANO,MANHATTAN,113,UNIVERSITY PLACE,10003,2127779477,Italian,04/02/2018,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,38,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7342648,-73.99215699999999
40933963,CAFFE BACIO,MANHATTAN,1223,3 AVENUE,10021,2127374730,CafÃ©/Coffee/Tea,04/20/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,04/20/2016,04/09/2018,Cycle Inspection / Re-inspection,40.7687251,-73.96102789999999
41110973,EL GRAN MAR DE PLATA,BROOKLYN,3175,FULTON STREET,11208,7188271717,Spanish,01/25/2017,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,25,,,04/09/2018,Cycle Inspection / Initial Inspection,40.6822257,-73.8776609
40396267,ARHARN THAI CUISINE,QUEENS,3205,36 AVENUE,11106,7187285563,Thai,08/09/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,41,,,04/09/2018,Cycle Inspection / Reopening Inspection,40.7562658,-73.9285623
41191334,EAST VILLAGE PIZZA AND KEBAB,MANHATTAN,145,1 AVENUE,10003,2125294545,Pizza,06/17/2015,Violations were cited in the following area(s).,04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,24,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7282181,-73.98522969999999
50067420,SABOR DE MI TIERRA 2,QUEENS,4106B,JUNCTION BLVD,11368,9295220935,Spanish,09/22/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,27,,,04/09/2018,Pre-permit (Operational) / Initial Inspection,40.7473147,-73.8686683
41371649,"MIGUEL'S JAMAICAN WEST INDIAN RESTAURANT",BROOKLYN,2315,STRAUSS STREET,11212,7183469037,Caribbean,12/23/2015,Violations were cited in the following area(s).,04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,30,,,04/09/2018,Cycle Inspection / Initial Inspection,40.6570221,-73.91305299999999
50000803,LE PAIN QUOTIDIEN,MANHATTAN,1592,1ST AVE,10028,6466813110,American,10/16/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,10/16/2015,04/09/2018,Cycle Inspection / Initial Inspection,40.774701,-73.9505889
50037246,"PAT'S FLAVORS KRUSS",BROOKLYN,754,LINDEN BLVD,11203,7182196341,Caribbean,11/22/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,22,B,11/22/2016,04/09/2018,Cycle Inspection / Re-inspection,40.6536632,-73.9301428
50007091,NEW PEKING RESTAURANT,BROOKLYN,1581,FLATBUSH AVE,11210,7188591554,Chinese,09/14/2015,Violations were cited in the following area(s).,04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,11,A,09/14/2015,04/09/2018,Cycle Inspection / Initial Inspection,40.6323613,-73.94695329999999
41359698,EMPIRE TORTILLAS,BROOKLYN,3556,NOSTRAND AVENUE,11229,7188910880,Tex-Mex,12/03/2015,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,7,A,12/03/2015,04/09/2018,Cycle Inspection / Initial Inspection,40.5971821,-73.9415575
50046663,ACAI BERRY,BROOKLYN,650,MANHATTAN AVE,11222,3479873880,Vegetarian,03/28/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,03/28/2016,04/09/2018,Pre-permit (Operational) / Initial Inspection,40.7244646,-73.95092989999999
41460032,BALADE,MANHATTAN,208,1 AVENUE,10009,2125296868,Mediterranean,03/20/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,42,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7302719,-73.9830374
41650760,TROPICAL COFFEE SHOP,BROOKLYN,584,ROCKAWAY AVENUE,11212,7183469533,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",01/19/2017,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,17,,,04/09/2018,Cycle Inspection / Initial Inspection,40.66571070000001,-73.9099433
50018668,SVL BAR,QUEENS,3018B,ASTORIA BLVD,11102,7188046957,Greek,10/30/2017,Violations were cited in the following area(s).,04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,16,B,10/30/2017,04/09/2018,Cycle Inspection / Re-inspection,40.7699952,-73.918523
41378125,PUNTO DE SABOR,MANHATTAN,1464,ST NICHOLAS AVENUE,10033,2129282298,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",02/01/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,34,,,04/09/2018,Cycle Inspection / Initial Inspection,40.8507452,-73.9323311
50036069,TEN TAN CHINESE RESTAURANT,MANHATTAN,3864,10TH AVE,10034,2123040330,Chinese,06/16/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,7,A,06/16/2015,04/09/2018,Pre-permit (Operational) / Initial Inspection,40.8642219,-73.9194346
41195053,JAMAICA FISH MARKET,QUEENS,8802,VAN WYCK EXPRESSWAY,11418,7185234228,Seafood,04/05/2016,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,,,04/09/2018,Administrative Miscellaneous / Re-inspection,40.7022406,-73.8169221
41647176,JAIYA THAI & ORIENTAL RESTAURANT,MANHATTAN,1553,2 AVENUE,10028,2127178877,Thai,05/04/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,21,B,05/04/2016,04/09/2018,Cycle Inspection / Re-inspection,40.7745281,-73.9545117
41323299,BROOKLYN ICE HOUSE,BROOKLYN,318,VAN BRUNT STREET,11231,7182221865,American,07/27/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,7,A,07/27/2017,04/09/2018,Cycle Inspection / Initial Inspection,40.6791536,-74.0110768
50009921,HESTIA MARKETPLACE,MANHATTAN,513,FASHION AVE,10018,2127683838,American,02/07/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,23,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7531545,-73.98868569999999
41230437,THE CROOKED KNIFE,MANHATTAN,27-39,EAST 30 STREET,10016,2126962593,American,03/06/2017,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,12,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7451987,-73.9841411
41107259,BANTRY BAY PUBLICK HOUSE,QUEENS,3301,GREENPOINT AVENUE,11101,7187849500,Irish,01/08/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,21,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7356957,-73.93468589999999
50073572,GEM,MANHATTAN,116,FORSYTH ST,10002,9174733223,American,03/07/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,59,Not Yet Graded,,04/09/2018,Pre-permit (Operational) / Initial Inspection,40.7191233,-73.9921624
50018004,BUS STOP DINER,MANHATTAN,3341,BROADWAY,10031,2126902150,American,02/11/2016,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,9,A,02/11/2016,04/09/2018,Cycle Inspection / Initial Inspection,40.8204466,-73.9553624
41401458,MOFONGO DEL VALLE,MANHATTAN,3340,BROADWAY,10031,2122818360,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",09/21/2017,Violations were cited in the following area(s).,04M,"Live roaches present in facility's food and/or non-food areas.",Critical,12,A,09/21/2017,04/09/2018,Cycle Inspection / Initial Inspection,40.8202009,-73.9547024
41689690,ANNIES FIRST WOK RESTAURANT,BROOKLYN,155,YORK STREET,11201,7188524383,Chinese,05/01/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,05/01/2017,04/09/2018,Cycle Inspection / Initial Inspection,40.7015799,-73.98454509999999
50005771,SEXY TACO DIRTY CASH,MANHATTAN,161,MALCOLM X BLVD,10026,2122804700,American,07/26/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,22,,,04/09/2018,Cycle Inspection / Initial Inspection,40.8035949,-73.9490012
50013890,CASA DEL CHEF BISTRO,QUEENS,3906 1/2,64TH ST,11377,7184579000,American,10/03/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,10/03/2017,04/09/2018,Cycle Inspection / Re-inspection,40.7462706,-73.90005699999999
50000197,MAIDEN LANE,MANHATTAN,162,AVE B,10009,6467558911,American,06/29/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,14,B,06/29/2017,04/09/2018,Cycle Inspection / Re-inspection,40.7271387,-73.97986929999999
41315492,"LIN'S GOLDEN WHEEL CHINESE RESTAURANT",BRONX,2108,GRAND CONCOURSE,10457,7189336533,Chinese,10/02/2015,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,5,A,10/02/2015,04/09/2018,Cycle Inspection / Re-inspection,40.8544024,-73.9015773
50071553,NEW LIFE JUICE BAR & LOUNGE,MANHATTAN,67,SAINT NICHOLAS AVE,10026,6466923600,"Juice, Smoothies, Fruit Salads",02/08/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,5,A,02/08/2018,04/09/2018,Pre-permit (Operational) / Initial Inspection,40.80134899999999,-73.952939
40848604,JO JO,MANHATTAN,160,EAST   64 STREET,10065,2122335656,French,02/17/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,13,A,02/17/2018,04/09/2018,Cycle Inspection / Initial Inspection,40.7650564,-73.96570439999999
41679739,FRAME GOURMET EATERY,MANHATTAN,424,WEST   33 STREET,10001,2122733730,American,07/28/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,,,04/09/2018,Cycle Inspection / Initial Inspection,40.75304999999999,-73.998131
41712184,CHINESE FAST WOK,MANHATTAN,230,7 AVENUE,10011,2126456888,Chinese,03/28/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,26,B,03/28/2016,04/09/2018,Cycle Inspection / Re-inspection,40.7445283,-73.99569749999999
41383581,WINDIES RESTAURANT AND BAR,QUEENS,21606,JAMAICA AVENUE,11428,7187369414,Caribbean,06/10/2015,Violations were cited in the following area(s).,04E,"Toxic chemical improperly labeled, stored or used such that food contamination may occur.",Critical,34,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7173492,-73.7384769
50040292,"AFFY'S PREMIUM GRILL",BROOKLYN,1909,CONEY ISLAND AVE,11230,7185766446,American,01/11/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,21,,,04/09/2018,Cycle Inspection / Initial Inspection,40.6108618,-73.9623065
40381811,"DUFFY'S",STATEN ISLAND,650,FOREST AVENUE,10310,7184479276,American,07/27/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,30,,,04/09/2018,Cycle Inspection / Initial Inspection,40.6295647,-74.1107786
41658037,MIZU,MANHATTAN,29,EAST   20 STREET,10003,2125056687,Japanese,03/17/2015,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,17,B,03/17/2015,04/09/2018,Cycle Inspection / Re-inspection,40.739068,-73.9889649
41096340,CARVEL ICE CREAM,BROOKLYN,6924,5 AVENUE,11209,7186800578,"Ice Cream, Gelato, Yogurt, Ices",06/22/2017,Violations were cited in the following area(s).,16C,"Caloric content not posted on menus, menu boards or food tags, in a food service establishment that is 1 of 15 or more outlets operating the same type of business nationally under common ownership or control, or as a franchise or doing business under the same name, for each menu item that is served in portions, the size and content of which are standardized.",Not Critical,,,,04/09/2018,Calorie Posting / Initial Inspection,40.6329941,-74.02141689999999
50074444,LIQUITERIA,MANHATTAN,570,LEXINGTON AVE,10022,7147230484,"Juice, Smoothies, Fruit Salads",03/22/2018,No violations were recorded at the time of this inspection.,,,Not Applicable,0,Not Yet Graded,,04/09/2018,Pre-permit (Non-operational) / Initial Inspection,40.7571519,-73.9726033
41671961,CRAVE FISH BAR,MANHATTAN,945,2 AVENUE,10022,6468959585,Seafood,01/22/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,10,A,01/22/2015,04/09/2018,Cycle Inspection / Re-inspection,40.7551309,-73.9687005
50013014,BE JUICE,MANHATTAN,93,3RD AVE,10003,2124886586,"Juice, Smoothies, Fruit Salads",10/23/2015,Violations were cited in the following area(s).,04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,9,A,10/23/2015,04/09/2018,Cycle Inspection / Initial Inspection,40.732144,-73.9876029
