CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,LAT,LON
40386927,EL AZTECA MEXICAN RESTAURANT,MANHATTAN,783,9 AVENUE,10019,2123070616,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/21/2017,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,26,40.7764414,-73.9817692
40665730,GRAND HAVANA ROOM,MANHATTAN,666,5 AVENUE,10019,2122451600,American,11/21/2017,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,23,40.8196491,-73.9263192
40665730,GRAND HAVANA ROOM,MANHATTAN,666,5 AVENUE,10019,2122451600,American,11/21/2017,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,23,40.8196491,-73.9263192
40711333,WEST CUISINE-ENCHANTMENT BY MARIA,BROOKLYN,916,CLARKSON AVENUE,11203,7184851589,Caribbean,11/22/2016,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9,40.6781274,-73.9853371
40387861,WESTWAY DINER,MANHATTAN,614,9 AVENUE,10036,2125827661,American,11/22/2016,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,40.7859812,-73.9767266
40391517,VICO RISTORANTE,MANHATTAN,1302,MADISON AVENUE,10128,2128762222,Italian,11/22/2017,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,33,40.643984,-74.0775165
40391517,VICO RISTORANTE,MANHATTAN,1302,MADISON AVENUE,10128,2128762222,Italian,11/22/2017,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,33,40.643984,-74.0775165
40369782,MCDONALD'S,BROOKLYN,701,UTICA AVENUE,11203,7187780023,Hamburgers,11/22/2017,Live roaches present in facility's food and/or non-food areas.,Critical,34,40.6561349,-73.9305615
40736140,STARBUCKS,MANHATTAN,125 - 135,EAST  57 STREET,10022,2129351866,CafÃ©/Coffee/Tea,11/22/2017,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,40.6913413,-73.9687205
40383281,GABY'S PIZZA,QUEENS,20423,HILLSIDE AVENUE,11423,7187409716,Pizza,11/22/2017,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,22,40.7176331,-73.9984868
40365355,NEW CORNER,BROOKLYN,7201,8 AVENUE,11228,7188330800,Italian,11/23/2015,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,18,40.6284885,-74.0165893
40565973,BAR VIRAGE,MANHATTAN,118,2 AVENUE,10003,2122530425,American,11/23/2015,Thawing procedures improper.,Not Critical,13,40.8473634,-73.9004847
40699061,I.O. CAFE,QUEENS,793,FAIRVIEW AVENUE,11385,7184561207,Polish,11/23/2016,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,16,40.6477571,-73.9559811
40720288,LE CHARLOT,MANHATTAN,19,EAST   69 STREET,10021,2127941628,French,11/24/2014,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,40.7254621,-73.9780487
40668380,WOLF AND LAMB,MANHATTAN,10,EAST   48 STREET,10017,2123171950,Steak,11/24/2014,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,11,40.7476982,-73.9872958
40423654,HUNGARIAN PASTRY SHOP,MANHATTAN,1030,AMSTERDAM AVENUE,10025,2128664230,Eastern European,11/24/2014,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,40.7757147,-73.9590577
40644030,STEVE'S BAKERY,BRONX,2426,JEROME AVENUE,10468,7183670677,Bakery,11/24/2015,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,21,40.7135094,-73.9439498
40370342,GREENPOINT TAVERN,BROOKLYN,188,BEDFORD AVENUE,11249,7183849539,American,11/24/2015,Food Protection Certificate not held by supervisor of food operations.,Critical,23,40.7177363,-73.9581492
40703791,STARBUCKS,MANHATTAN,30,ROCKEFELLER CENTER PLAZA,10112,2123977950,CafÃ©/Coffee/Tea,11/24/2015,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,40.7187505,-73.9879185
40703791,STARBUCKS,MANHATTAN,30,ROCKEFELLER CENTER PLAZA,10112,2123977950,CafÃ©/Coffee/Tea,11/24/2015,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,40.7187505,-73.9879185
40393488,BELLA NAPOLI,MANHATTAN,130,MADISON AVENUE,10016,2126834510,Pizza/Italian,11/24/2015,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,40.7244893,-74.0057744
40573444,IROHA JAPANESE RESTAURANT,MANHATTAN,152,WEST   49 STREET,10019,2123989049,Japanese,11/24/2015,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,26,40.7259438,-73.9950548
40654823,BLONDIES,MANHATTAN,212,WEST   79 STREET,10024,2123624360,American,11/24/2015,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,40.7437309,-73.999989
40573444,IROHA JAPANESE RESTAURANT,MANHATTAN,152,WEST   49 STREET,10019,2123989049,Japanese,11/24/2015,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,26,40.779594,-73.9843451
40396433,CHRISTINA'S RESTAURANT,BROOKLYN,853,MANHATTAN AVENUE,11222,7183834382,Polish,11/24/2015,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,9,40.845642,-73.8630543
40697317,STARBUCKS,BROOKLYN,166,7 AVENUE,11215,7183691213,CafÃ©/Coffee/Tea,11/24/2017,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,12,40.7495847,-73.8831312
40545741,BOB'S STEAK & CHOP HOUSE,MANHATTAN,21,EAST   52 STREET,10022,2127545031,American,11/24/2017,Hot food item not held at or above 140Âº F.,Critical,9,40.7638592,-73.9152218
40561040,ARTHUR'S TAVERN,MANHATTAN,57,GROVE STREET,10014,2126756879,American,11/25/2014,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,40.709189,-74.005899
40561040,ARTHUR'S TAVERN,MANHATTAN,57,GROVE STREET,10014,2126756879,American,11/25/2014,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13,40.709189,-74.005899
40374277,MOLLY WEE PUB,MANHATTAN,402,8 AVENUE,10001,2129672627,Irish,11/25/2014,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,20,40.7496512,-73.9949468
40745618,MIKE'S PIZZA,BROOKLYN,905,MYRTLE AVENUE,11206,7187825011,Pizza,11/25/2015,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,40.60512,-73.7550945
40401060,NAIM KOSHER PIZZA,BROOKLYN,3904,15 AVENUE,11218,7184383569,Jewish/Kosher,11/25/2015,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,43,40.6127559,-74.1299144
40513609,SKYLIGHT DINER,MANHATTAN,402,WEST   34 STREET,10001,2122440395,American,11/25/2016,Wiping cloths soiled or not stored in sanitizing solution.,Critical,14,40.602097,-73.7535247
40523095,AU BON PAIN,MANHATTAN,625,8 AVENUE,10018,2125025939,Sandwiches/Salads/Mixed Buffet,11/25/2016,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,40.7649588,-73.9828743
40425131,BAKER'S DOZEN BAGEL,QUEENS,8109,LEFFERTS BOULEVARD,11415,7188471930,Bagels/Pretzels,11/25/2016,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,30,40.8035811,-73.963948
40401155,D'AQUILA BAKERY,QUEENS,3331,FRANCIS LEWIS BOULEVARD,11358,7188864800,Bakery,11/25/2016,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,40.8191245,-73.9375736
40397916,CATERINA'S PIZZERIA,BROOKLYN,907,LIVONIA AVENUE,11207,6464703013,Pizza/Italian,11/26/2014,Hot food item not held at or above 140Âº F.,Critical,18,40.7642753,-73.9879844
40661290,AL DI LA,BROOKLYN,248,5 AVENUE,11215,7187834565,Italian,11/27/2015,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,40.7495032,-73.8854891
40401837,JERUSALEM PIZZA,BROOKLYN,1424,AVENUE M,11230,7186454753,Pizza,11/27/2015,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,40.7667195,-73.7896698
40743578,EL RUMBERO BAR RESTAURANT,QUEENS,8205,NORTHERN BOULEVARD,11372,7188033125,Continental,11/27/2015,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,40.7698117,-73.9885192
40743578,EL RUMBERO BAR RESTAURANT,QUEENS,8205,NORTHERN BOULEVARD,11372,7188033125,Continental,11/27/2015,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,12,40.7698117,-73.9885192
40401837,JERUSALEM PIZZA,BROOKLYN,1424,AVENUE M,11230,7186454753,Pizza,11/27/2015,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,40.8543694,-73.933409
40557901,LA ISLA CUCHIFRITOS,BRONX,15221524,WESTCHESTER AVENUE,10472,7188937591,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/27/2015,Food contact surface not properly maintained.,Not Critical,20,40.8688155,-73.9018425
40370759,CAFE ESPANOL,MANHATTAN,172,BLEECKER STREET,10012,2125050657,Spanish,11/27/2017,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,28,40.7287669,-74.0007378
40393378,E.J LUNCHEONETTE,MANHATTAN,1271,THIRD AVENUE,10021,2124720600,American,11/27/2017,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,40.7336649,-73.9932797
40393378,E.J LUNCHEONETTE,MANHATTAN,1271,THIRD AVENUE,10021,2124720600,American,11/27/2017,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,40.7336649,-73.9932797
40366396,DESMOND'S TAVERN,MANHATTAN,433,PARK AVENUE SOUTH,10016,2126849472,American,11/27/2017,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,39,40.7441199,-73.9830259
40386429,Q.B.COMM.COLLEGE-MAIN KITCHEN/TIGER BITES SECTION,QUEENS,22205,56 AVENUE,11364,7182815207,American,11/27/2017,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,11,40.7639021,-73.9619474
40386429,Q.B.COMM.COLLEGE-MAIN KITCHEN/TIGER BITES SECTION,QUEENS,22205,56 AVENUE,11364,7182815207,American,11/27/2017,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,40.7639021,-73.9619474
40395921,GOLDEN PIZZA,BRONX,504,EAST  138 STREET,10454,7186658328,Pizza,11/28/2014,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,9,40.6949104,-73.7387093
40395313,MY THREE SONS RESTAURANT,BROOKLYN,7121,FT HAMILTON PARKWAY,11228,7188361579,American,11/28/2014,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,33,40.7158,-73.9969141
40512445,BELLA BLU,MANHATTAN,967,LEXINGTON AVENUE,10021,2129884624,Italian,11/28/2016,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,15,40.5427633,-74.2071234
40538189,EDWARD'S,MANHATTAN,136,WEST BROADWAY,10013,2122336436,American,11/28/2016,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,40.6866514,-73.974848
40393558,FITZGERALD'S PUB,MANHATTAN,336,THIRD AVENUE,10010,2126796931,American,11/28/2016,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,40.6926166,-73.9869285
40365166,CORNER BISTRO,MANHATTAN,331,WEST    4 STREET,10014,2122429502,American,11/28/2016,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,56,40.7380122,-74.0037823
40365166,CORNER BISTRO,MANHATTAN,331,WEST    4 STREET,10014,2122429502,American,11/28/2016,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,56,40.7380122,-74.0037823
40388386,LEE'S VILLA CHINESE RESTAURANT,BROOKLYN,152,LAWRENCE STREET,11201,7188551818,Chinese,11/28/2016,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,40.844211,-73.9391802
40368374,JIMMY'S CORNER,MANHATTAN,140,WEST   44 STREET,10036,2122219510,American,11/28/2017,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,22,40.7183867,-73.9434906
40368971,LA MANGEOIRE,MANHATTAN,1008,2 AVENUE,10022,2127597086,French,11/28/2017,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,40.7287414,-73.8147999
40368374,JIMMY'S CORNER,MANHATTAN,140,WEST   44 STREET,10036,2122219510,American,11/28/2017,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,22,40.756594,-73.984838
40589545,KHYBER PASS,MANHATTAN,34,ST MARKS PLACE,10003,2124730989,Afghan,11/29/2016,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,5,40.7288609,-74.0001048
40589545,KHYBER PASS,MANHATTAN,34,ST MARKS PLACE,10003,2124730989,Afghan,11/29/2016,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5,40.7469601,-73.888897
40399329,ARTE RESTAURANT,MANHATTAN,21,EAST    9 STREET,10003,2124730077,Italian,11/29/2017,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,40.6380181,-73.9821993
40393570,PASTA LOVERS TRATTORIA,MANHATTAN,142,WEST   49 STREET,10019,2128191155,Italian,11/29/2017,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,40.7016879,-73.8053248
40513164,MCGEES PUB,MANHATTAN,240,WEST   55 STREET,10019,2129573536,American,11/29/2017,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,40.7452901,-73.9757715
40535467,CHIU HONG BAKERY,MANHATTAN,161,MOTT STREET,10013,2129667664,Bakery,11/29/2017,Live roaches present in facility's food and/or non-food areas.,Critical,52,40.7569763,-73.9807093
40391060,LUKE'S BAR & GRILL,MANHATTAN,1394,THIRD AVENUE,10075,2122497070,American,11/29/2017,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,17,40.7637832,-73.9591418
40391060,LUKE'S BAR & GRILL,MANHATTAN,1394,THIRD AVENUE,10075,2122497070,American,11/29/2017,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,17,40.7637832,-73.9591418
40394761,E & L BAKERY & COFFEE SHOP,BRONX,4202,WHITE PLAINS ROAD,10466,7183248152,Bakery,11/29/2017,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,9,40.7851486,-73.9558548
40515675,CROSSTOWN DINER,BRONX,2880,BRUCKNER BOULEVARD,10465,7185973450,American,11/29/2017,Hot food item not held at or above 140Âº F.,Critical,11,40.827846,-73.924914
40377506,VESUVIO RESTAURANT & PIZZA,BROOKLYN,7303,3 AVENUE,11209,7187450222,Pizza/Italian,11/30/2015,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,40,40.7328495,-73.8047246
40377506,VESUVIO RESTAURANT & PIZZA,BROOKLYN,7303,3 AVENUE,11209,7187450222,Pizza/Italian,11/30/2015,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,40,40.7328495,-73.8047246
40548766,JOE'S SHANGHAI RESTAURANT,MANHATTAN,9,PELL STREET,10013,2122338888,Chinese,11/30/2015,Live roaches present in facility's food and/or non-food areas.,Critical,44,40.743937,-73.922927
40589507,CONNECTICUT MUFFIN,BROOKLYN,206,PROSPECT PARK WEST,11215,7189652067,Bakery,11/30/2015,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,20,40.7469601,-73.888897
40589507,CONNECTICUT MUFFIN,BROOKLYN,206,PROSPECT PARK WEST,11215,7189652067,Bakery,11/30/2015,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,20,40.7469601,-73.888897
40366396,DESMOND'S TAVERN,MANHATTAN,433,PARK AVENUE SOUTH,10016,2126849472,American,11/30/2017,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,15,40.7441199,-73.9830259
40567189,USULUTECO RESTAURANT,BROOKLYN,4017,5 AVENUE,11232,7184368025,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/30/2017,Live roaches present in facility's food and/or non-food areas.,Critical,51,40.752156,-73.995159
40582103,MAMA'S FRIED CHICKEN,MANHATTAN,2158,8 AVENUE,10026,2125314595,Chicken,11/30/2017,Live roaches present in facility's food and/or non-food areas.,Critical,19,40.7652923,-73.9312801
40545071,CITY MARKET CAFE,MANHATTAN,178,5 AVENUE,10010,2122068922,American,12/13/2016,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,40.6052813,-73.9989227
40604207,CITY ISLAND DINER /SNUG BAR,BRONX,304,CITY ISLAND AVE,10464,7188859559,American,12/13/2016,Hot food item not held at or above 140Âº F.,Critical,21,40.7278516,-73.9853674
40397687,USAGI,MANHATTAN,320,EAST   49 STREET,10017,2129352002,Japanese,12/13/2016,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,4,40.7553501,-73.9721442
40576554,LE SINGE,MANHATTAN,160,7 AVENUE,10011,2123664100,French,12/13/2016,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,24,40.7601361,-73.9833054
40364220,KOSHER BAGEL HOLE,BROOKLYN,1423,AVENUE J,11230,7182584150,Jewish/Kosher,12/13/2017,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,40.5734906,-74.1178949
40731196,SUNFLOWER CAFE,BROOKLYN,1223,QUENTIN ROAD,11229,7183361340,Jewish/Kosher,12/13/2017,,Not Applicable,,40.7198815,-74.0055537
40402023,LE MARAIS,MANHATTAN,150,WEST   46 STREET,10036,2128690900,Jewish/Kosher,12/13/2017,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,34,40.7216849,-73.8474658
40662349,SANFORDS RESTAURANT,QUEENS,3013,BROADWAY,11106,7189329569,American,12/13/2017,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,25,40.7336754,-73.9891322
40402376,THE CENTURY ASSOCIATION,MANHATTAN,7,WEST   43 STREET,10036,2129440090,American,12/13/2017,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,26,40.7378967,-74.001699
40391695,ORSO,MANHATTAN,322,WEST   46 STREET,10036,2124891212,Italian,12/13/2017,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,40.7605317,-73.7310173
40385852,SAM'S PLACE,MANHATTAN,132,EAST   39 STREET,10016,2125996360,Italian,12/13/2017,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,38,40.760862,-73.9900069
40385852,SAM'S PLACE,MANHATTAN,132,EAST   39 STREET,10016,2125996360,Italian,12/13/2017,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,38,40.760862,-73.9900069
40387986,LENOX HILL GRILL/PIZZA,MANHATTAN,1105,LEXINGTON AVENUE,10075,2128799520,American,12/13/2017,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,11,40.8004696,-73.9106105
40402362,BLAKE & TODD,MANHATTAN,7,WEST   47 STREET,10036,2128691929,Delicatessen,12/14/2015,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,16,40.6178135,-73.9602516
40366396,DESMOND'S TAVERN,MANHATTAN,433,PARK AVENUE SOUTH,10016,2126849472,American,12/14/2015,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,18,40.7441199,-73.9830259
40392724,JAIYA THAI ORIENTAL RESTAURANT,MANHATTAN,396,THIRD AVENUE,10016,2128891330,Thai,12/14/2015,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,43,40.759028,-73.8302471
40392724,JAIYA THAI ORIENTAL RESTAURANT,MANHATTAN,396,THIRD AVENUE,10016,2128891330,Thai,12/14/2015,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,43,40.759028,-73.8302471
40684066,POPEYES LOUISIANA KITCHEN,BROOKLYN,40,EMPIRE BOULEVARD,11225,7182849303,Chicken,12/14/2015,Hot food item not held at or above 140Âº F.,Critical,11,40.7601402,-73.9917492
40399372,TURKISH KITCHEN,MANHATTAN,386,3 AVENUE,10016,2126796633,Turkish,12/14/2015,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,29,40.8659948,-73.9274172
40423819,ALFONSO'S PASTRY SHOPPE,STATEN ISLAND,1899,VICTORY BOULEVARD,10314,7182738802,Bakery,12/14/2016,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,36,40.703297,-74.0113063
40657588,MADISON BISTRO,MANHATTAN,238,MADISON AVENUE,10016,2124471919,French,12/14/2016,Current letter grade card not posted.,Not Critical,,40.7469705,-73.9739463
40397116,TOLEDO,MANHATTAN,6,EAST   36 STREET,10016,2126965036,Spanish,12/14/2016,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,40.747737,-73.884734
40401316,PELHAM BAY DINER,BRONX,1920,EAST GUN HILL ROAD,10469,7183792123,American,12/14/2017,"A food containing artificial trans fat, with 0.5 grams or more of trans fat per serving, is being stored, distributed, held for service, used in preparation of a menu item, or served.",Not Critical,,40.727659,-73.990481
40676801,IGUANA RESTAURANT,MANHATTAN,240,WEST   54 STREET,10019,2127655454,Mexican,12/14/2017,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,24,40.73592,-74.006232
40676801,IGUANA RESTAURANT,MANHATTAN,240,WEST   54 STREET,10019,2127655454,Mexican,12/14/2017,Proper sanitization not provided for utensil ware washing operation.,Not Critical,24,40.73592,-74.006232
40733411,MCDONALD'S,MANHATTAN,102,1 AVENUE,10009,2124779171,Hamburgers,12/14/2017,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,21,40.7661701,-73.9127954
